Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
72810,N,NA,24,0,S,HGH,PVE,F,164,6242308,1993-01-06,2015-07-27,2016-08-10
72820,N,NA,33,5,M,HGH,PVE,F,173,5615385,2008-11-27,2005-06-01,2012-03-09
72821,N,NA,65,9,M,HGH,STE,M,288,1020769,1952-02-08,1977-07-15,2007-08-23
72825,N,NA,53,11,M,MAS,STE,F,844,8971538,1996-01-01,2000-08-21,2005-10-20
72834,N,NA,63,6,D,HGH,RET,F,1190,384462,2015-10-28,9999-10-01,2011-05-06
72843,N,NA,30,3,M,HGH,STE,M,282,3153846,2002-05-01,2014-12-29,2013-12-05
72851,N,NA,69,5,M,HGH,RET,F,255,8911538,1997-01-01,9999-10-01,2012-05-17
72859,N,NA,37,1,S,BCR,PVE,F,184,6153846,1996-01-01,2012-09-01,2015-09-29
72863,N,NA,48,11,M,HGH,PVE,F,415,3846154,2002-09-18,1997-07-01,2005-09-07
72865,N,NA,63,3,M,HGH,RET,F,221,6987692,1974-03-01,9999-10-01,2014-06-17
72867,N,NA,61,8,W,HGH,RET,F,262,6446154,2005-06-16,9999-10-01,2008-11-03
72870,N,NA,58,0,M,HGH,RET,F,173,3235385,1978-05-01,9999-10-01,2016-08-16
72873,N,NA,32,9,M,HGH,PVE,F,181,9600769,2011-12-03,2007-09-03,2007-09-04
72874,N,NA,35,7,M,HGH,PVE,M,573,9581538,1982-02-20,2004-04-01,2010-05-14
72882,N,NA,31,8,M,HGH,PVE,M,502,9461538,1995-02-28,2014-04-01,2008-11-25
72885,N,NA,45,11,D,HGH,PVE,M,1089,207692,2002-06-01,2005-03-01,2005-09-23
72893,N,NA,26,4,M,HGH,PVE,F,235,1307692,2013-12-31,2013-03-25,2013-03-19
72898,N,NA,31,5,S,BCR,PVE,F,165,3846154,1986-07-09,2015-04-15,2012-05-03
72901,N,NA,36,5,M,BCR,STE,F,263,323077,2010-01-01,2009-11-02,2011-08-25
72902,N,NA,44,13,M,HGH,PVE,M,361,2123846,2005-07-15,1997-05-08,2004-03-12
72905,N,NA,36,7,S,BCR,PVE,F,269,2307692,1983-07-01,2011-09-13,2009-08-03
72906,N,NA,64,9,M,HGH,RET,F,200,5302308,1995-04-15,9999-10-01,2007-11-24
72907,N,NA,51,13,M,BCR,RET,M,352,5889231,2004-11-01,1985-07-25,2004-07-02
72911,N,NA,59,0,M,BCR,STE,M,389,6538462,1958-07-25,2002-04-22,2016-08-08
72920,N,NA,44,9,M,BCR,PVE,M,389,1846154,2008-07-01,9999-10-01,2008-04-15
72922,N,NA,58,13,W,HGH,RET,M,453,84,1969-03-01,9999-10-01,2004-06-22
72925,N,NA,64,9,M,HGH,RET,M,170,7366154,1990-07-01,9999-10-01,2008-05-20
72926,N,NA,47,1,W,HGH,PVE,F,230,7693077,2005-01-01,2006-01-01,2016-03-17
72930,N,NA,67,10,M,BCR,RET,M,241,3364615,1950-03-11,9999-10-01,2007-02-12
72933,N,NA,65,14,M,BCR,RET,F,211,5198462,1962-04-20,9999-10-01,2002-09-27
72934,N,NA,61,0,W,HGH,RET,F,215,3846154,2014-06-01,2001-11-02,2016-08-15
72946,N,NA,60,13,S,BCR,STE,F,760,5846154,1981-01-01,1986-10-01,2003-09-30
72949,N,NA,36,8,M,BCR,STE,F,476,2923077,2012-06-01,2016-08-04,2009-04-25
72950,N,NA,32,3,M,HGH,PVE,M,267,941,2015-01-01,2013-04-22,2013-09-11
72955,N,NA,72,6,M,HGH,RET,M,162,7876923,2013-05-01,9999-10-01,2010-11-16
72964,N,NA,64,11,W,HGH,RET,F,270,7703077,1970-01-01,9999-10-01,2006-01-20
72968,N,NA,70,11,W,BCR,RET,M,214,876923,2003-07-16,9999-10-01,2006-07-03
72971,N,NA,40,12,M,HGH,STE,M,446,1,1977-03-10,1997-07-19,2004-10-04
72975,N,NA,39,2,M,HGH,STE,F,247,1153846,1996-02-10,2012-07-01,2014-09-22
72976,N,NA,39,2,M,HGH,PVE,M,325,6384615,2000-05-01,2014-06-10,2014-10-21
72979,N,NA,45,2,M,HGH,PVE,M,165,726,2013-09-01,2014-08-01,2014-11-05
72980,N,NA,68,10,M,MAS,RET,M,350,6573846,1964-12-01,9999-10-01,2006-11-22
72981,N,NA,38,9,M,HGH,PVE,F,164,435,1999-10-07,2014-08-01,2008-04-22
72984,N,NA,52,12,D,HGH,STE,M,382,9349231,2012-01-01,2001-02-05,2005-03-10
72989,N,NA,58,11,S,HGH,PVE,F,487,1769231,1989-01-01,1983-06-01,2005-11-10
72996,N,NA,70,12,S,BCR,RET,F,251,3415385,1984-05-01,9999-10-01,2004-08-23
72997,N,NA,43,12,M,BCR,STE,F,286,6685385,1997-11-13,2004-02-01,2004-09-08
73003,N,NA,64,12,M,BCR,RET,M,328,5492308,1958-08-13,9999-10-01,2005-05-31
73009,N,NA,63,10,M,HGH,RET,M,222,8669231,2011-01-01,9999-10-01,2007-02-28
73012,N,NA,35,4,M,HGH,PVE,M,217,7166923,2008-09-01,2014-03-24,2012-07-16
73014,N,NA,54,11,D,HGH,PVE,M,177,3623077,1987-12-31,2015-11-18,2005-08-23
73016,N,NA,64,11,M,HGH,RET,F,156,5553846,2001-01-12,9999-10-01,2005-08-19
73019,N,NA,66,5,M,BCR,PVE,M,846,1538462,1961-01-01,2000-01-01,2012-04-02
73021,N,NA,44,0,M,HGH,PVE,F,246,1538462,2010-10-15,2015-12-15,2016-08-09
73022,N,NA,34,1,S,HGH,STE,F,294,3805385,2013-01-01,2016-02-01,2015-11-12
73035,N,NA,57,0,M,HGH,RET,M,416,1995385,1960-05-13,9999-10-01,2016-08-09
73036,N,NA,59,12,W,HGH,STE,F,291,7,2008-01-01,1990-01-01,2005-04-08
73038,N,NA,44,0,S,HGH,STE,M,373,3307692,1973-10-06,2004-08-01,2016-08-08
73042,N,NA,49,13,M,HGH,PVE,M,479,2028462,1983-03-22,1994-01-17,2003-09-11
73044,N,NA,27,0,S,BCR,PVE,F,307,6923077,2015-08-01,2016-01-25,2016-08-02
73045,N,NA,56,2,S,HGH,PVE,F,262,9352308,1970-01-01,2014-11-04,2014-11-13
73046,N,NA,64,13,M,PRS,RET,M,480,4538462,1993-04-01,9999-10-01,2004-01-27
73047,N,NA,46,9,M,HGH,STE,M,242,769231,1996-02-01,1996-12-09,2007-12-11
73050,N,NA,65,12,M,HGH,RET,M,302,9493077,1976-04-01,9999-10-01,2004-09-15
73053,N,NA,31,3,S,BCR,PVE,M,363,3307692,2008-01-01,2015-02-01,2014-03-28
73055,N,NA,53,3,D,HGH,STE,M,438,4615385,1964-07-25,1985-09-01,2013-12-06
73061,N,NA,66,13,M,HGH,RET,M,278,3630769,2008-04-01,9999-10-01,2004-04-30
73062,N,NA,68,3,M,HGH,RET,F,186,3561538,2008-01-01,9999-10-01,2014-05-05
73064,N,NA,56,11,S,HGH,STE,F,276,8298462,2000-04-20,1983-07-01,2005-07-07
73068,N,NA,62,14,S,HGH,RET,M,456,5277692,1955-03-23,9999-10-01,2003-05-05
73072,N,NA,44,4,M,HGH,PVE,F,173,829231,2008-01-01,2013-07-03,2013-06-13
73078,N,NA,56,8,M,HGH,STE,M,253,8461538,1961-02-15,2001-11-22,2008-07-16
73085,N,NA,69,4,M,HGH,RET,M,211,8223846,1960-01-01,9999-10-01,2012-08-21
73086,N,NA,41,11,M,BCR,STE,F,272,5156923,1994-11-19,2004-11-01,2005-09-15
73088,N,NA,56,10,M,HGH,STE,F,269,2307692,1961-11-07,1985-01-10,2007-02-14
73089,N,NA,23,0,S,HGH,PVE,M,298,666154,1994-07-21,2015-08-10,2016-08-11
73091,N,NA,68,2,D,HGH,RET,F,220,3938462,2000-06-02,9999-10-01,2015-06-23
73092,N,NA,40,8,M,HGH,PVE,F,278,4461538,1977-08-05,2012-09-01,2008-09-22
73094,N,NA,40,4,M,HGH,PVE,M,163,5056154,1977-01-10,2012-11-01,2013-03-01
73097,N,NA,69,7,W,HGH,RET,M,224,5076923,1948-11-13,9999-10-01,2010-01-18
73102,N,NA,48,1,S,SEC,STE,M,287,4206154,1969-11-15,1991-06-06,2015-12-10
73106,N,NA,38,11,M,BCR,STE,F,461,5384615,2006-03-01,1999-06-09,2005-09-06
73107,N,NA,56,13,D,HGH,PVE,M,410,259,2014-01-01,2006-01-01,2004-05-13
73109,N,NA,60,11,M,BCR,RET,M,423,1953846,1996-01-01,2001-10-21,2005-12-12
73117,N,NA,64,3,M,HGH,RET,F,178,1043846,1953-07-10,9999-10-01,2013-07-25
73118,N,NA,72,9,M,HGH,RET,F,166,27,2000-11-19,9999-10-01,2007-08-13
73123,N,NA,67,14,M,HGH,RET,M,210,9544615,2001-04-05,9999-10-01,2002-10-30
73128,N,NA,51,4,M,HGH,RET,M,308,7877692,1966-02-27,9999-10-01,2013-03-28
73130,N,NA,52,9,M,HGH,PVE,F,583,7515385,1998-01-01,2013-08-06,2007-11-09
73135,N,NA,63,12,M,HGH,RET,F,309,4064615,2002-06-20,9999-10-01,2005-06-29
73136,N,NA,60,9,M,BCR,STE,M,419,3252308,1976-05-01,2005-08-08,2007-10-08
73137,N,NA,34,8,S,HGH,PVE,F,498,2533846,2016-01-01,2015-07-16,2008-11-21
73138,N,NA,39,11,M,BCR,PVE,F,279,4550769,2002-11-26,2005-11-15,2005-11-21
73139,N,NA,61,10,M,BCR,PVE,M,482,7102308,2008-01-01,1996-06-01,2006-07-27
73142,N,NA,61,3,W,HGH,PVE,F,228,9769231,1977-01-09,1978-09-11,2014-03-06
73147,N,NA,45,5,W,HGH,RET,F,1156,559231,2010-05-01,9999-10-01,2012-03-02
73148,N,NA,50,2,M,HGH,PVE,F,323,769231,1995-02-01,2006-04-02,2014-11-04
73151,N,NA,47,4,S,HGH,PVE,M,191,7538462,1970-12-26,2006-07-01,2013-04-25
73154,N,NA,41,11,M,BCR,PVE,M,1201,794231,2006-06-01,2014-04-07,2006-02-16
73156,N,NA,73,11,M,HGH,RET,F,346,7050769,1965-01-01,9999-10-01,2005-08-15
73158,N,NA,42,4,S,HGH,STE,M,215,8992308,1975-01-11,2013-12-01,2013-05-22
73160,N,NA,37,10,M,BCR,PVE,F,491,6728462,1980-11-30,2006-08-01,2006-07-24
73172,N,NA,69,11,M,BCR,RET,F,231,4184615,1974-01-01,9999-10-01,2005-08-17
73182,N,NA,20,0,S,HGH,PVE,F,215,3846154,2013-01-01,2016-01-04,2016-08-16
73184,N,NA,22,0,S,HGH,STE,M,184,8307692,1995-08-19,2016-02-01,2016-08-10
73186,N,NA,38,11,M,BCR,PVE,F,1010,475538,2013-11-01,2016-01-18,2006-01-20
73190,N,NA,62,12,M,BCR,RET,F,173,4987692,1980-01-01,1994-01-01,2004-10-13
73191,N,NA,52,12,M,HGH,PVE,M,178,3461538,1965-12-28,2010-04-13,2005-03-24
73192,N,NA,46,1,M,PRS,STE,M,703,3923077,2000-01-01,1993-08-09,2015-08-06
73195,N,NA,57,13,M,BCR,RET,F,194,1354615,1982-06-20,9999-10-01,2003-09-10
73201,N,NA,41,11,M,BCR,PVE,F,497,5521538,2009-03-28,2008-12-01,2005-07-28
73203,N,NA,37,8,S,HGH,PVE,F,804,1941538,2012-10-01,2008-09-01,2008-08-28
73206,N,NA,36,2,M,SEC,PVE,F,304,7538462,1981-02-26,2016-02-25,2015-02-27
73211,N,NA,31,3,D,HGH,PVE,F,215,3846154,2000-01-01,2010-01-01,2013-12-13
73217,N,NA,65,10,M,HGH,RET,F,216,2738462,1995-07-28,9999-10-01,2007-03-19
73219,N,NA,35,10,M,BCR,STE,M,287,2333077,1991-10-01,9999-10-01,2006-09-01
73223,N,NA,52,10,M,SEC,PVE,F,226,6692308,2010-05-01,2015-01-01,2006-09-27
73227,N,NA,36,13,S,PRS,PVE,M,770,656154,1981-07-05,2010-01-01,2003-10-15
73228,N,NA,49,3,S,HGH,PVE,F,180,9230769,2014-06-08,2014-12-01,2014-02-21
73229,N,NA,41,6,M,BCR,STE,F,514,6435385,1991-01-01,2012-02-20,2010-12-20
73230,N,NA,42,3,D,HGH,PVE,F,177,4,1975-05-09,2016-08-01,2014-05-26
73231,N,NA,55,12,M,HGH,PVE,F,285,6770769,1996-12-12,2008-06-16,2004-09-13
73232,N,NA,52,4,W,HGH,SFE,M,176,5769231,2009-03-26,1999-06-01,2012-11-13
73234,N,NA,62,9,M,HGH,RET,F,161,615385,2003-05-22,9999-10-01,2008-03-06
73237,N,NA,39,9,M,HGH,PVE,F,181,7517692,2000-03-01,2007-12-10,2008-01-18
73238,N,NA,45,9,M,BCR,PVE,M,1489,869231,1999-09-07,2006-05-08,2008-01-29
73239,N,NA,51,11,M,HGH,PVE,M,346,9185385,1974-07-01,1996-01-01,2006-04-10
73247,N,NA,45,12,M,HGH,STE,M,538,8923077,2005-02-25,1996-01-01,2005-04-07
73249,N,NA,62,11,M,SEC,RET,M,264,8066923,1955-08-13,9999-10-01,2005-08-15
73254,N,NA,57,5,M,HGH,PVE,F,175,384615,1981-05-01,2016-01-01,2012-04-05
73255,N,NA,65,5,S,HGH,RET,F,221,72308,2001-01-01,9999-10-01,2011-10-05
73259,N,NA,24,0,S,BCR,PVE,M,804,9893846,1993-09-15,2016-01-25,2016-08-08
73261,N,NA,33,9,M,BCR,STE,F,278,3461538,2006-12-22,2007-09-06,2007-09-07
73262,N,NA,34,9,M,HGH,PVE,F,288,502,2012-03-01,2008-07-01,2008-04-23
73263,N,NA,40,4,M,HGH,SFE,M,233,6538462,2000-01-01,2010-02-05,2012-08-27
73278,N,NA,27,1,S,HGH,PVE,M,298,8853077,1990-04-07,2015-08-10,2015-08-04
73288,N,NA,38,10,M,HGH,PVE,M,384,6153846,1979-11-17,2015-08-14,2007-02-20
73292,N,NA,62,14,M,BCR,STE,M,422,8615385,1987-04-01,1987-04-16,2003-06-27
73300,N,NA,51,11,M,HGH,PVE,M,296,4827692,1986-01-01,2004-08-31,2005-07-29
73306,N,NA,37,7,W,BCR,PVE,F,289,307692,1984-03-10,2011-11-01,2009-07-20
73309,N,NA,73,4,M,HGH,RET,M,495,430769,2007-01-01,9999-10-01,2012-11-14
73310,N,NA,63,9,M,BCR,STE,F,723,5882308,1980-01-01,2009-01-01,2008-04-16
73314,N,NA,68,12,M,HGH,RET,M,299,732,2005-01-08,9999-10-01,2004-07-10
73317,N,NA,33,11,M,HGH,PVE,F,299,2769231,1984-09-15,2013-08-21,2005-10-29
73322,N,NA,43,4,M,HGH,PVE,F,228,2897692,2000-09-18,2009-02-25,2013-03-13
73328,N,NA,45,0,M,HGH,PVE,F,165,3730769,1972-08-14,2015-01-21,2016-08-09
73332,N,NA,38,0,M,HGH,PVE,F,164,230769,2014-08-21,2016-01-11,2016-08-10
73333,N,NA,54,14,S,HGH,STE,F,330,1604615,2007-12-01,2001-02-12,2002-10-23
73336,N,NA,60,5,M,HGH,RET,M,187,7316154,1990-08-01,9999-10-01,2012-04-02
73340,N,NA,28,4,S,HGH,PVE,M,225,697,2007-01-01,2014-05-19,2012-11-06
73345,N,NA,31,0,S,HGH,PVE,M,384,6153846,1986-01-25,2014-08-29,2016-08-04
73348,N,NA,36,6,S,BCR,PVE,F,354,6133846,2010-02-18,2015-08-16,2010-11-30
73354,N,NA,62,0,M,HGH,RET,M,176,9230769,1955-01-14,2001-10-29,2016-08-11
73359,N,NA,64,1,M,HGH,RET,M,160,9386154,1953-03-22,9999-10-01,2015-12-23
73360,N,NA,46,0,M,HGH,STE,M,777,9566923,2015-08-21,1991-06-17,2016-08-16
73366,N,NA,67,11,M,BCR,RET,F,297,133,1989-12-01,9999-10-01,2006-06-30
73367,N,NA,71,0,W,HGH,RET,F,166,6281538,1991-01-01,9999-10-01,2016-08-08
73368,N,NA,42,4,M,HGH,PVE,F,174,7,2008-01-01,2005-05-04,2013-06-21
73376,N,NA,54,13,M,BCR,PVE,M,329,882,1977-07-17,2013-04-20,2004-03-08
73379,N,NA,33,10,M,HGH,PVE,M,377,7103846,2003-01-01,2011-11-01,2006-09-29
73380,N,NA,69,10,M,PRS,RET,F,170,8830769,1992-09-01,9999-10-01,2007-03-22
73381,N,NA,68,15,W,BCR,RET,F,1109,900769,1970-07-01,9999-10-01,2001-10-15
73382,N,NA,64,1,D,BCR,RET,F,312,555385,1999-01-01,2001-02-26,2015-12-10
73388,N,NA,24,2,M,HGH,PVE,M,292,3076923,1993-05-31,2016-02-12,2014-07-14
73397,N,NA,24,1,S,HGH,PVE,F,189,3463846,2003-01-01,2013-06-01,2016-03-03
73400,N,NA,67,6,M,HGH,RET,M,293,4067692,2006-02-24,9999-10-01,2010-07-08
73401,N,NA,44,0,M,HGH,PVE,M,264,6,2003-08-01,2014-04-22,2016-08-02
73402,N,NA,46,11,M,HGH,STE,F,285,7764615,1989-01-01,1998-02-02,2005-07-21
73403,N,NA,39,5,M,SEC,PVE,M,174,7,1978-08-01,2005-04-12,2012-06-14
73405,N,NA,43,12,S,HGH,STE,M,326,4232308,2014-08-26,1994-07-23,2004-09-24
73407,N,NA,61,12,S,HGH,RET,F,261,4170769,1989-10-01,9999-10-01,2004-10-04
73410,N,NA,38,12,M,BCR,STE,M,588,5538462,2008-06-25,2003-09-12,2005-03-01
73414,N,NA,51,5,M,BCR,STE,M,538,4615385,2013-01-01,1986-10-24,2011-09-22
73415,N,NA,63,1,D,BCR,PVE,M,398,3692308,1954-01-03,1981-06-24,2015-08-27
73416,N,NA,63,0,S,HGH,RET,F,270,7223077,1954-01-20,9999-10-01,2016-08-08
73419,N,NA,26,3,S,HGH,PVE,F,180,2923077,1991-04-21,2014-07-01,2013-12-02
73421,N,NA,54,10,M,HGH,PVE,M,286,4339231,1997-01-01,2013-11-01,2007-05-30
73422,N,NA,62,1,M,HGH,PVE,M,184,6153846,1984-06-01,2015-05-01,2015-12-03
73423,N,NA,42,12,M,HGH,STE,F,203,5615385,1997-06-01,2002-03-26,2004-07-23
73424,N,NA,61,11,D,HGH,RET,M,224,5429231,2011-03-01,9999-10-01,2005-08-19
73425,N,NA,64,1,M,HGH,RET,M,276,7976923,1995-10-01,9999-10-01,2016-03-22
73427,N,NA,65,8,S,HGH,RET,M,221,2953846,1995-01-01,1994-02-07,2008-11-20
73432,N,NA,58,8,S,BCR,STE,F,592,3846154,2001-04-01,2013-06-17,2008-10-31
73435,N,NA,30,10,S,BCR,PVE,F,268,5463846,2007-01-01,2007-04-15,2007-04-19
73440,N,NA,44,15,M,BCR,PVE,F,307,6923077,2008-10-28,2012-07-01,2001-12-06
73442,N,NA,57,13,S,PHD,STE,F,777,3466154,1990-09-01,2010-11-01,2004-06-19
73449,N,NA,60,9,M,PRS,PVE,M,181,8487692,1967-09-04,2013-12-01,2007-10-04
73452,N,NA,37,12,M,HGH,PVE,M,440,4748462,1998-08-20,2016-07-01,2004-07-09
73454,N,NA,49,6,M,HGH,RET,M,151,2097692,2000-01-01,9999-10-01,2011-06-09
73459,N,NA,69,2,W,HGH,RET,F,149,3076923,2009-01-01,9999-10-01,2014-12-18
73461,N,NA,57,0,M,BCR,SFE,M,169,2307692,2012-01-01,2012-04-01,2016-08-11
73462,N,NA,34,12,M,BCR,STE,M,701,212,2008-07-28,2003-11-05,2005-03-28
73465,N,NA,45,8,W,HGH,PVE,F,214,7,1992-11-29,2010-02-24,2009-01-14
73466,N,NA,42,4,M,HGH,PVE,F,200,1999-01-01,2012-10-01,2012-10-19,1182
73468,N,NA,22,1,S,HGH,PVE,M,216,3846154,1995-12-14,2015-05-13,2015-10-01
73471,N,NA,58,13,M,BCR,PVE,F,461,5384615,2001-12-25,1984-05-28,2003-07-21
73473,N,NA,56,11,W,HGH,STE,F,410,5538462,1995-01-01,1980-06-11,2005-07-06
73486,N,NA,41,13,S,BCR,PVE,M,389,8538462,1976-03-26,2016-08-01,2003-07-08
73489,N,NA,46,0,S,HGH,STE,F,367,7461538,1971-07-01,1997-02-03,2016-08-08
73493,N,NA,63,0,D,HGH,STE,M,555,7146154,1996-07-14,2009-12-31,2016-07-28
73495,N,NA,61,6,M,HGH,PVE,M,364,2769231,2010-08-01,1996-04-01,2011-01-13
73496,N,NA,46,9,M,HGH,STE,F,296,7733077,1994-05-28,2004-10-05,2007-09-28
73499,N,NA,62,10,M,BCR,STE,F,396,6556923,1986-01-01,1984-06-13,2007-01-03
73503,N,NA,47,5,M,HGH,STE,M,341,8,1994-04-01,1992-06-01,2012-04-10
73509,N,NA,38,4,W,HGH,STE,F,372,2492308,2009-01-01,2009-12-01,2012-11-01
73513,N,NA,46,8,M,HGH,STE,F,347,5,2013-08-10,2011-05-31,2009-05-30
73514,N,NA,46,9,S,HGH,PVE,M,210,8769231,1971-07-09,1999-02-01,2007-11-19
73515,N,NA,52,12,M,HGH,PVE,M,542,3363077,1979-06-01,2016-07-01,2004-07-06
73516,N,NA,27,4,M,HGH,PVE,F,163,8153846,9999-10-01,2016-02-11,2012-12-25
73523,N,NA,67,12,S,HGH,RET,F,259,7382308,1998-10-10,2004-03-01,2005-05-20
73526,N,NA,68,10,M,HGH,RET,F,277,6236923,1985-06-25,9999-10-01,2007-04-26
73529,N,NA,38,9,S,PRS,STE,M,374,9923077,1993-06-21,2001-11-01,2008-05-12
73531,N,NA,61,14,M,HGH,RET,F,237,827,1996-12-01,9999-10-01,2003-06-12
73534,N,NA,36,0,S,HGH,PVE,F,266,2225385,1981-08-02,2009-05-19,2016-07-26
73536,N,NA,35,9,M,BCR,PVE,F,334,2865385,2007-01-25,2014-06-12,2007-08-24
73537,N,NA,57,12,W,HGH,STE,F,322,8653846,2001-06-01,2008-02-06,2005-04-13
73542,N,NA,46,12,M,HGH,STE,M,708,1615385,2004-03-04,1993-07-15,2005-04-13
73544,N,NA,39,6,M,HGH,STE,M,891,1,2010-04-22,1998-02-02,2010-09-29
73545,N,NA,64,11,M,HGH,RET,M,205,2700769,2006-02-09,9999-10-01,2006-02-16
73563,N,NA,67,6,S,BCR,RET,F,541,296154,2000-05-01,9999-10-01,2010-07-13
73566,N,NA,51,4,M,HGH,PVE,F,192,3076923,1966-01-24,2007-06-01,2012-12-26
73570,N,NA,42,2,M,HGH,PVE,F,237,8145385,2000-01-01,2016-04-15,2014-12-01
73572,N,NA,57,14,M,HGH,PVE,F,502,5300769,1980-08-03,2003-01-13,2003-01-17
73573,N,NA,41,11,M,HGH,PVE,M,333,8689231,1976-03-11,1996-02-01,2005-08-04
73576,N,NA,65,9,W,HGH,RET,F,222,344,1970-04-01,9999-10-01,2008-06-19
73579,N,NA,29,1,S,HGH,PVE,M,525,35,2005-01-01,2007-02-01,2016-02-16
73582,N,NA,63,13,D,HGH,RET,F,244,1876923,2009-05-01,9999-10-01,2003-07-10
73585,N,NA,43,4,M,HGH,STE,M,535,4153846,2009-10-27,2003-03-17,2012-09-04
73591,N,NA,30,4,S,BCR,PVE,F,176,9230769,1987-06-20,2015-12-21,2012-10-04
73592,N,NA,57,11,W,PRS,PVE,M,329,866923,1987-12-31,1983-07-18,2006-04-18
73594,N,NA,31,9,M,HGH,STE,F,289,172,1986-01-04,2008-11-13,2007-12-03
73600,N,NA,67,13,D,BCR,RET,M,387,921,1950-06-22,9999-10-01,2003-07-31
73601,N,NA,56,14,M,HGH,PVE,F,511,3999231,1993-07-01,2003-05-26,2003-05-28
73607,N,NA,44,10,M,HGH,STE,M,362,9615385,2008-11-12,2001-02-01,2007-05-26
73609,N,NA,25,0,M,HGH,PVE,M,346,1538462,1995-01-01,2012-08-01,2016-08-16
73610,N,NA,64,11,W,HGH,RET,F,258,9550769,1971-01-01,9999-10-01,2005-09-28
73612,N,NA,51,5,M,BCR,STE,F,757,7461538,1966-09-23,1996-02-12,2012-03-26
73615,N,NA,64,5,D,BCR,STE,M,405,7811538,2010-01-01,1982-12-08,2011-07-12
73616,N,NA,54,11,M,HGH,STE,M,266,8384615,1967-01-01,1983-12-13,2005-07-29
73620,N,NA,69,14,M,BCR,RET,F,200,1153077,1992-01-01,9999-10-01,2002-10-31
73623,N,NA,30,1,M,BCR,PVE,M,1183,169231,2015-12-15,2012-08-01,2016-06-25
73625,N,NA,21,2,S,HGH,PVE,F,167,4871538,2011-03-15,2015-04-01,2015-04-09
73631,N,NA,48,11,M,HGH,PVE,F,416,9280769,1995-01-01,2015-04-01,2005-08-08
73632,N,NA,40,0,M,HGH,PVE,F,176,9230769,2012-01-01,2014-01-17,2016-07-12
73633,N,NA,57,13,M,HGH,STE,M,299,9132308,2004-05-11,1979-07-13,2004-06-25
73634,N,NA,46,0,M,PRS,PVE,F,167,7153846,1997-10-01,2015-02-18,2016-08-11
73635,N,NA,65,13,S,HGH,RET,M,427,7116923,1952-01-27,9999-10-01,2004-05-04
73636,N,NA,65,12,M,HGH,STE,M,276,3683077,1952-08-09,1977-07-01,2005-06-22
73640,N,NA,57,0,M,BCR,STE,F,323,769231,2000-01-01,1994-01-20,2016-08-12
73641,N,NA,43,0,M,HGH,STE,M,287,9307692,1974-01-29,2009-09-01,2016-08-09
73642,N,NA,29,0,M,HGH,PVE,M,240,316,1988-01-01,2008-04-20,2016-07-28
73644,N,NA,62,13,W,BCR,STE,M,366,1769231,1991-03-12,1991-06-01,2004-06-07
73650,N,NA,65,8,M,HGH,RET,M,204,3742308,1988-02-16,1993-12-25,2008-10-07
73651,N,NA,38,0,M,HGH,PVE,F,335,9923077,2000-06-17,2015-07-01,2016-08-16
73654,N,NA,58,2,M,BCR,RET,M,602,6026923,1997-08-01,9999-10-01,2014-09-19
73658,N,NA,71,11,M,HGH,RET,F,206,1692308,1970-06-06,9999-10-01,2005-10-11
73659,N,NA,62,1,M,HGH,RET,M,255,3538462,1985-05-01,9999-10-01,2015-11-02
73660,N,NA,71,7,M,PRS,RET,M,183,8568462,1946-04-13,1994-11-19,2009-09-01
73661,N,NA,49,10,M,HGH,STE,F,292,6076923,1985-09-18,2009-02-01,2006-12-05
73663,N,NA,27,0,S,HGH,PVE,F,165,5923077,1990-12-27,2016-01-01,2016-07-20
73667,N,NA,38,9,S,HGH,PVE,M,219,8461538,1979-03-05,2013-05-24,2007-07-06
73668,N,NA,56,11,M,HGH,PVE,F,200,6923077,1987-09-06,2011-02-01,2005-08-05
73670,N,NA,63,0,M,HGH,RET,F,257,1163846,1986-12-01,9999-10-01,2016-07-22
73675,N,NA,56,1,M,HGH,PVE,M,264,4615385,1982-01-01,1982-02-18,2015-07-22
73678,N,NA,73,0,M,HGH,RET,M,264,9847692,1995-07-01,9999-10-01,2016-08-15
73679,N,NA,48,10,S,HGH,RET,M,182,4215385,2003-03-07,9999-10-01,2007-06-25
73683,N,NA,39,1,M,BCR,PVE,M,10492,51708,2014-07-01,9999-10-01,2016-01-20
73684,N,NA,33,4,S,BCR,PVE,M,411,9230769,1984-08-15,2012-12-11,2013-01-15
73685,N,NA,64,11,M,HGH,RET,M,198,2053846,1965-01-01,9999-10-01,2006-05-16
73689,N,NA,69,11,M,PRS,RET,M,264,526923,2004-01-01,9999-10-01,2005-08-12
73697,N,NA,54,12,D,BCR,STE,F,458,2769231,2008-10-28,2003-05-07,2004-12-22
73698,N,NA,39,9,M,BCR,STE,M,410,7923077,2010-12-31,2003-05-05,2007-11-05
73702,N,NA,28,3,M,HGH,PVE,M,209,2431538,1989-08-26,2013-01-01,2013-10-11
73705,N,NA,45,10,M,BCR,PVE,M,390,4887692,1998-07-01,2007-05-17,2007-05-15
73708,N,NA,50,9,M,HGH,STE,F,198,2343846,1990-03-01,2007-12-03,2007-12-01
